months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
86,28,894126,2007-10-25,OH,500/1000,984,1919.15,-118008,616757,FEMALE,High School,armed-forces,video-games,other-relative,47567,-849,2015-02-03,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,6550 Andromedia St,7,3,NO,2,3,NO,60405,4668,7684,42645,Toyota,Wrangler,2003,Y
425,36,295631,1991-08-22,OH,500/1000,935,1764.47,22710,595819,FEMALE,College,other-service,exercise,wife,0,0,2015-01-01,Parked Car,U,Minor Damage,None,NY,Northbrook,2230 1st St,4,1,YES,2,0,NO,18370,418,1438,8395,Jeep,95,1998,N
94,19,999435,2006-04-13,OH,250/500,967,1407.47,157834,604016,FEMALE,College,other-service,bungie-jumping,unmarried,0,-40952,2015-02-20,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,4232 Britain Ridge,20,1,U,2,2,U,18456,7574,9166,62624,Volkswagen,MDX,1995,N
439,42,946458,2002-07-16,OH,250/500,2000,1643.64,6210875,609251,FEMALE,Associate,handlers-cleaners,kayaking,other-relative,2263,0,2015-01-13,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,6658 Weaver St,6,3,NO,0,2,U,45756,7802,12366,32290,Chevrolet,Silverado,1996,N
426,39,733905,1992-02-29,IL,250/500,500,1470.54,14394,620962,FEMALE,PhD,other-service,basketball,own-child,1132,0,2015-02-02,Vehicle Theft,U,Minor Damage,None,NC,Hillsdale,4460 4th Lane,5,1,YES,1,3,U,9247,433,2023,10401,BMW,95,2008,N
300,45,444786,2006-08-02,IN,250/500,970,1496.44,6277435,439622,FEMALE,JD,craft-repair,bungie-jumping,wife,0,-27457,2015-01-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Columbus,7819 2nd Ave,7,3,U,2,2,YES,83615,5656,8030,52857,Chevrolet,Tahoe,2003,N
297,33,735871,2000-10-18,OH,500/1000,1991,1314.98,-56080,489522,FEMALE,JD,priv-house-serv,paintball,unmarried,1486,-2794,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,7135 Flute Lane,3,3,YES,2,1,U,36459,5299,8185,35335,Saab,Fusion,2004,N
323,33,691440,2002-06-25,OH,250/500,980,1157.97,46815,471918,FEMALE,College,prof-specialty,hiking,not-in-family,35041,-47520,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Columbus,2725 Britain Ridge,20,1,NO,1,2,U,67936,8477,8084,45429,Toyota,Civic,2006,N
344,47,752014,2001-10-19,OH,100/300,985,1476.18,-9399,478249,FEMALE,PhD,prof-specialty,camping,not-in-family,2455,0,2015-02-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,8917 Tree Ridge,2,1,YES,2,3,YES,110766,16186,7505,38914,Nissan,Passat,2010,N
381,36,337366,2002-12-28,IN,250/500,976,1774.93,32306,503578,MALE,JD,exec-managerial,yachting,husband,2442,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,SC,Riverwood,7828 Cherokee Ave,11,3,YES,2,2,NO,84588,9570,15424,56388,Accura,93,2009,Y
207,29,704189,2011-12-12,IL,100/300,1002,1356.07,11627,480263,MALE,Associate,exec-managerial,golf,wife,2228,-920,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Arlington,8576 Andromedia St,0,1,NO,0,1,YES,66916,18063,12306,49961,Honda,A3,2004,N
271,39,238583,2009-07-29,IN,500/1000,533,1320.17,66762,613037,FEMALE,MD,prof-specialty,movies,unmarried,1274,-1377,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,2697 Oak Drive,0,1,NO,2,3,YES,77741,784,1036,9100,Audi,Pathfinder,2010,N
234,46,235106,1999-12-07,IN,100/300,501,1888.37,6043644,435172,FEMALE,JD,protective-serv,yachting,unmarried,0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Fire,VA,Arlington,3282 4th Lane,0,1,NO,0,3,YES,65219,17002,4122,46489,Suburu,Silverado,1996,Y
275,33,379094,2013-04-24,IN,500/1000,500,1453.54,-86722,494797,MALE,Masters,sales,reading,unmarried,0,-90364,2015-01-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Riverwood,4158 Washington Lane,16,1,U,2,3,U,79220,12300,8875,57685,Volkswagen,TL,2003,N
167,45,327804,2007-03-25,IL,250/500,500,1658.88,-82450,469487,FEMALE,PhD,machine-op-inspct,video-games,unmarried,1027,-24024,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Northbrook,9847 Elm St,17,3,YES,1,3,U,36774,11643,7191,13609,Chevrolet,TL,2012,N
147,49,696515,1996-01-16,IL,100/300,2000,1093.18,46418,452585,MALE,PhD,craft-repair,dancing,unmarried,57290,-24812,2015-02-10,Multi-vehicle Collision,Side Collision,Total Loss,None,VA,Riverwood,6179 3rd Ridge,2,2,U,0,2,U,88873,0,9475,62197,Volkswagen,Escape,1997,N
0,33,853785,1999-08-06,IN,500/1000,1004,1720.32,5187691,490938,FEMALE,High School,machine-op-inspct,cross-fit,husband,3367,0,2015-01-16,Single Vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbrook,8920 Best Ave,19,1,YES,2,2,YES,80812,9548,15994,63307,Toyota,C300,1999,Y
281,42,599780,2014-01-18,OH,250/500,1972,1724.23,5448880,620962,FEMALE,High School,farming-fishing,dancing,husband,1358,-18626,2015-01-21,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Riverwood,3282 4th Lane,9,1,YES,2,0,NO,68593,6388,11381,42591,Toyota,ML350,2006,N
253,48,687409,2009-06-26,OH,100/300,500,1645.61,-71406,477045,FEMALE,JD,adm-clerical,kayaking,unmarried,0,-43661,2015-02-21,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbend,9879 Apache Drive,0,1,U,2,2,U,59412,12299,5487,23612,Saab,Legacy,1997,N
475,24,735915,2001-09-29,OH,100/300,940,1274.82,57217,607600,FEMALE,MD,craft-repair,paintball,own-child,70082,0,2015-02-21,Vehicle Theft,U,Trivial Damage,None,WV,Northbrook,7797 Tree Ridge,5,1,YES,1,3,NO,16522,1680,2350,9015,Dodge,Malibu,1998,N
217,25,754385,1991-07-16,OH,250/500,1932,1687.66,6347591,461721,FEMALE,MD,craft-repair,sleeping,unmarried,48408,-23161,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Riverwood,9043 Maple Hwy,16,1,NO,2,2,U,100850,7023,17080,51384,Toyota,Escape,2008,N
300,38,673542,1996-06-19,OH,500/1000,969,1695.48,-79183,473800,FEMALE,PhD,exec-managerial,yachting,other-relative,97707,0,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9657 5th Ave,17,1,YES,0,3,NO,79744,15568,16394,34914,Toyota,Camry,2006,Y
228,33,822476,1997-02-18,OH,250/500,1045,1782.67,224875,605904,FEMALE,High School,farming-fishing,sleeping,wife,60224,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Arlington,3167 4th Ridge,16,1,U,2,3,NO,75554,10055,7270,42001,Accura,Silverado,2011,Y
451,19,540343,2000-05-04,OH,500/1000,518,1729.34,44827,466464,MALE,MD,craft-repair,kayaking,own-child,0,-999,2015-02-28,Vehicle Theft,U,Trivial Damage,Police,SC,Hillsdale,7544 Washington Ave,20,1,U,1,2,NO,9042,2580,2353,10892,Nissan,C300,2006,N
346,32,830937,1990-04-29,OH,500/1000,500,1074.32,2672322,460450,MALE,PhD,machine-op-inspct,golf,own-child,1992,-31524,2015-01-25,Multi-vehicle Collision,Side Collision,Total Loss,Fire,VA,Arlington,7859 4th Ridge,10,1,YES,2,3,U,89908,5648,8610,19932,Audi,RAM,2009,Y
276,43,729316,1997-06-21,IN,250/500,1053,1646.71,-949,456310,FEMALE,JD,prof-specialty,exercise,unmarried,1270,0,2015-01-12,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,7846 Andromedia Drive,4,1,U,2,0,NO,65422,8430,5433,44327,Audi,X6,1995,N
144,30,255521,2000-10-18,IN,500/1000,500,1763.9,24536,473070,FEMALE,College,armed-forces,base-jumping,unmarried,55738,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,4907 Andromedia Drive,10,1,U,2,2,U,37698,389,9616,42386,Dodge,Tahoe,2014,N
340,42,844863,2001-09-12,IN,100/300,993,1161.78,103915,619825,FEMALE,Associate,transport-moving,bungie-jumping,wife,84441,-31006,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,6515 Oak Lane,18,1,NO,0,2,YES,106050,6123,7454,66316,Accura,MDX,2003,N
273,22,718868,2002-12-21,IN,500/1000,1013,1462.68,-142336,620638,MALE,College,protective-serv,kayaking,other-relative,0,0,2015-01-15,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Hillsdale,9742 5th Ridge,20,1,U,2,3,U,108990,14038,12444,52741,Saab,A5,2002,Y
282,25,610293,1993-12-07,IN,250/500,2000,1688.3,28259,447256,FEMALE,Associate,machine-op-inspct,polo,wife,2127,-22236,2015-02-10,Vehicle Theft,U,Trivial Damage,None,WV,Hillsdale,5608 Solo St,6,1,U,0,2,NO,3891,532,1556,6595,Toyota,CRV,2002,N
312,31,544408,2013-04-24,IL,100/300,1972,1578.84,-93761,620962,FEMALE,MD,machine-op-inspct,golf,husband,612,0,2015-01-06,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,SC,Northbrook,1240 Tree Lane,14,1,YES,2,2,YES,98486,9633,7571,54424,Toyota,Pathfinder,2004,N
479,42,456712,2007-03-25,OH,250/500,1009,1332.55,-36008,450779,MALE,JD,tech-support,video-games,not-in-family,2008,-64172,2015-02-23,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Arlington,7495 Washington Ave,2,1,U,1,0,U,99856,9644,5207,37444,Chevrolet,X6,2008,N
250,41,290448,1996-07-08,IN,100/300,500,1272.56,-48958,459162,FEMALE,Associate,handlers-cleaners,reading,not-in-family,52513,-44306,2015-02-17,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,3089 Oak Ridge,3,1,NO,1,2,U,59404,11989,11477,70,Accura,Legacy,2004,Y
330,33,641735,1995-05-08,IN,500/1000,2000,1662.51,-76771,479815,MALE,JD,prof-specialty,basketball,unmarried,0,0,2015-01-30,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Hillsdale,7380 5th Hwy,19,3,YES,2,2,NO,82718,6673,8236,52984,Volkswagen,Tahoe,2007,Y
347,37,846722,2000-08-26,OH,100/300,963,2010.88,39880,471618,MALE,Associate,farming-fishing,hiking,unmarried,210,0,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Arlington,6256 Elm St,5,1,YES,0,3,YES,94948,6214,6296,45734,Chevrolet,95,2007,N
479,57,106853,1992-02-29,OH,100/300,943,1607.37,17947,462114,MALE,Masters,prof-specialty,hiking,unmarried,481,0,2015-01-10,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Northbend,7630 Rock Drive,2,1,YES,2,3,YES,77763,13122,14243,47260,Nissan,Passat,1999,Y
350,21,568773,2006-03-28,IL,500/1000,987,1162.65,-11487,620962,MALE,College,armed-forces,bungie-jumping,husband,295,0,2015-01-02,Parked Car,U,Trivial Damage,None,NY,Columbus,6309 Cherokee Ave,2,1,NO,2,3,U,7653,744,245,5678,Accura,95,1999,N
156,32,750393,2000-11-05,OH,250/500,1942,1969.44,58450,462687,MALE,Associate,prof-specialty,bungie-jumping,unmarried,52495,-44191,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,9639 Britain Ridge,5,1,U,2,0,U,79304,18141,13652,69290,Chevrolet,Grand Cherokee,2014,N
236,39,493234,2003-08-01,IL,500/1000,1993,1046.22,-13311,477136,MALE,College,adm-clerical,movies,unmarried,0,-51287,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Police,OH,Columbus,8668 Flute St,0,1,U,0,1,YES,65846,8508,9247,49132,Ford,CRV,2015,Y
201,36,319205,2002-06-25,IL,500/1000,923,1287.3,24813,478892,FEMALE,MD,priv-house-serv,bungie-jumping,wife,987,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Hillsdale,8233 Tree Drive,23,1,U,1,3,NO,12811,6686,13384,54200,Nissan,Neon,1998,Y
425,25,985644,2003-07-05,OH,250/500,966,1568.9,-99567,470334,FEMALE,MD,tech-support,kayaking,unmarried,15448,0,2015-01-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,Northbend,3066 Francis Ave,17,1,U,2,3,U,46111,8033,9333,36006,Suburu,ML350,2002,Y
399,37,172466,1999-07-31,OH,100/300,972,2047.59,-64245,462336,FEMALE,PhD,prof-specialty,bungie-jumping,not-in-family,55486,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Arlington,6634 Texas Ridge,20,1,NO,2,3,NO,94896,12569,16431,69145,Nissan,Impreza,1995,N
308,21,719733,2008-11-07,OH,500/1000,1002,1662.97,-14803,453112,FEMALE,JD,farming-fishing,exercise,wife,2276,0,2015-02-01,Parked Car,U,Trivial Damage,None,WV,Hillsdale,7609 Rock St,20,1,U,2,3,NO,8209,1020,1566,2071,Accura,Camry,2004,N
330,36,836748,1991-02-11,IN,500/1000,515,1393.24,-93398,430104,MALE,Masters,sales,kayaking,unmarried,22180,0,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,2725 Britain Ridge,0,1,U,2,2,U,76416,4773,8497,61026,Volkswagen,A3,2013,N
315,42,971875,1999-08-06,IL,100/300,976,1691.18,-40084,467135,FEMALE,College,farming-fishing,board-games,wife,0,-25026,2015-01-28,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,9847 Elm St,1,1,U,1,1,YES,79706,12587,6849,54133,Dodge,ML350,2011,N
252,32,486745,1991-07-16,OH,250/500,500,1483.32,-125619,478815,FEMALE,MD,adm-clerical,dancing,wife,600,-52888,2015-01-19,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbrook,4835 Britain Ridge,21,1,NO,2,2,NO,81011,5337,8494,40403,Audi,Legacy,2006,Y
181,27,726806,2002-09-13,OH,500/1000,519,1580.9,5467138,604621,MALE,MD,armed-forces,paintball,unmarried,2132,0,2015-02-27,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,7135 Flute Lane,11,1,U,1,3,U,87016,14979,16114,45149,Toyota,MDX,2013,N
236,40,707710,1990-03-14,IL,250/500,916,1338.14,11918,619708,MALE,MD,transport-moving,movies,wife,57746,-40570,2015-01-08,Multi-vehicle Collision,U,Major Damage,Ambulance,OH,Riverwood,3693 Pine Ave,4,1,YES,2,0,U,32791,417,11065,35469,BMW,E400,2014,Y
292,39,260207,1996-06-19,IN,250/500,1002,1388.72,4687774,481009,FEMALE,Masters,tech-support,chess,unmarried,539,0,2015-02-06,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,7253 MLK St,16,1,U,1,0,NO,107866,8164,8231,58666,Honda,ML350,2005,N
238,26,999435,2011-12-19,OH,250/500,925,1891.59,102382,482050,FEMALE,MD,exec-managerial,video-games,other-relative,78912,0,2015-02-25,Vehicle Theft,U,Trivial Damage,None,VA,Springfield,6493 Lincoln Lane,7,1,NO,2,3,NO,11315,3100,2562,11521,Ford,Civic,2000,N
479,38,828197,2007-03-03,OH,250/500,2000,1530.55,83471,449829,FEMALE,College,adm-clerical,bungie-jumping,unmarried,1175,-31534,2015-02-21,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NC,Riverwood,8281 Lincoln Lane,14,1,U,1,3,YES,114920,13123,8032,8863,Volkswagen,Highlander,1995,Y
324,50,895795,2007-05-06,IN,250/500,500,1201.83,-116922,461769,MALE,MD,armed-forces,base-jumping,other-relative,2076,0,2015-01-12,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbend,7819 2nd Ave,0,1,NO,1,2,NO,81391,13036,5776,28021,Dodge,CRV,1999,N
250,25,368799,1995-07-16,OH,250/500,987,1426.4,4539193,485259,MALE,Masters,tech-support,movies,not-in-family,2832,-27297,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Northbrook,7782 Rock St,12,1,YES,0,2,NO,11525,544,1596,6267,Saab,CRV,2009,Y
235,28,332876,1996-10-15,IN,250/500,1947,1564.24,209073,442677,FEMALE,Associate,protective-serv,kayaking,other-relative,4087,-18892,2015-02-10,Vehicle Theft,U,Trivial Damage,Police,PA,Hillsdale,4585 Francis Ave,21,1,U,2,2,U,12409,837,1834,8354,Chevrolet,MDX,2003,N
284,32,999435,1994-04-07,IN,250/500,1007,2045.83,90364,468132,FEMALE,Associate,prof-specialty,kayaking,unmarried,57757,-29990,2015-01-24,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Hillsdale,6390 Apache St,21,1,U,1,2,U,48474,17386,8920,24012,Volkswagen,Maxima,1995,N
300,26,335585,2003-03-09,IN,250/500,1007,1486.33,-44437,479383,MALE,Masters,farming-fishing,dancing,wife,2537,-2306,2015-02-16,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Hillsdale,4519 Embaracadero St,8,1,NO,1,2,NO,68403,16718,7836,47444,Toyota,TL,2008,Y
285,47,871807,2005-12-03,IN,250/500,1023,1702.74,-92195,450101,MALE,MD,sales,yachting,wife,41860,-939,2015-02-08,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Arlington,8655 Cherokee Lane,13,3,NO,2,3,NO,41217,6375,4364,31853,Dodge,A5,2001,Y
261,28,769715,2007-02-07,OH,500/1000,1010,1546.01,32476,485637,MALE,MD,machine-op-inspct,dancing,unmarried,0,0,2015-02-26,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Springfield,1248 MLK Ridge,14,3,YES,2,2,NO,88398,4207,8562,47426,Toyota,Passat,2010,N
114,36,999435,2008-01-07,IN,250/500,500,1390.47,-100022,466461,MALE,MD,adm-clerical,paintball,wife,0,0,2015-02-19,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Columbus,9742 5th Ridge,3,1,NO,2,1,YES,5026,9119,7015,45760,Mercedes,Tahoe,2003,Y
441,39,272186,1991-12-25,IL,500/1000,1037,1743.38,71552,449587,FEMALE,MD,sales,exercise,unmarried,1312,0,2015-01-13,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Riverwood,7797 Tree Ridge,1,1,NO,1,2,NO,10076,4757,11461,42349,Mercedes,Grand Cherokee,2001,N
268,24,852091,2012-08-25,IN,500/1000,944,1469.82,-48964,492106,FEMALE,College,transport-moving,movies,not-in-family,39288,-38680,2015-02-05,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Northbend,8655 Cherokee Lane,12,3,YES,2,2,U,90373,14837,8552,61437,Volkswagen,MDX,2010,N
127,44,930652,1992-08-05,IL,250/500,534,832.87,7642449,610548,MALE,JD,other-service,golf,wife,73650,-33226,2015-01-24,Multi-vehicle Collision,Front Collision,Trivial Damage,Police,WV,Northbend,7877 3rd Ridge,2,3,YES,2,3,U,87021,12949,15687,33100,Volkswagen,95,2012,Y
96,50,617984,1995-03-08,IN,250/500,2000,1341.5,-63055,604236,FEMALE,JD,machine-op-inspct,video-games,not-in-family,0,-1359,2015-02-17,Parked Car,Rear Collision,Major Damage,Fire,SC,Northbend,9007 Francis Hwy,15,4,NO,2,1,NO,79317,6397,9249,50990,Honda,Passat,2000,Y
152,37,941903,2001-07-05,OH,250/500,993,1346.15,-57167,484071,FEMALE,JD,tech-support,bungie-jumping,unmarried,67310,-37199,2015-01-20,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Columbus,7460 Apache Lane,3,1,YES,2,2,U,90222,16289,8442,59393,Audi,Malibu,1998,N
317,35,999435,1994-04-07,OH,500/1000,998,1913.63,-5545,500845,FEMALE,High School,armed-forces,chess,own-child,4803,0,2015-02-12,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,6260 5th Lane,10,1,YES,2,3,U,92573,7659,14643,70518,Toyota,Tahoe,2009,Y
257,45,614240,1993-08-30,IN,250/500,953,1698.08,-16752,490586,FEMALE,PhD,armed-forces,camping,husband,0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Hillsdale,7954 Tree Ridge,8,1,YES,2,0,NO,67816,8079,8771,43413,Volkswagen,Forrestor,2011,N
361,32,655681,2007-10-25,OH,500/1000,963,1358.98,-49102,441840,FEMALE,College,other-service,exercise,wife,17901,-53636,2015-02-07,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Northbrook,8758 5th St,22,1,U,0,2,NO,10932,2406,1973,10793,Suburu,TL,2014,N
291,35,502079,2006-02-03,IN,100/300,1007,1785.87,94385,441276,MALE,JD,priv-house-serv,dancing,own-child,56986,-34351,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,4965 MLK Drive,12,3,YES,2,2,U,108535,18059,15644,55092,Volkswagen,MDX,2002,Y
201,19,893279,1994-02-22,OH,500/1000,958,1337.78,-56590,467134,FEMALE,JD,tech-support,paintball,wife,42629,-62711,2015-01-13,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,4434 Weaver St,14,1,YES,2,3,NO,61594,16993,7566,67148,Nissan,Jetta,2012,N
308,31,999435,2002-04-12,IN,250/500,1011,1710.94,18082,487663,MALE,JD,sales,paintball,unmarried,3646,-2706,2015-01-15,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,5071 Flute Ridge,6,1,U,2,3,YES,66852,6043,7967,49324,Nissan,RAM,2002,Y
174,22,839932,2012-06-20,OH,100/300,959,1379.68,-8607,454161,FEMALE,MD,other-service,movies,other-relative,0,-51128,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,3553 Texas Ave,1,3,YES,0,3,U,86855,6881,15993,52524,BMW,X5,1998,N
278,39,263200,1995-08-29,IL,250/500,1027,1344.49,200711,472435,MALE,Masters,transport-moving,bungie-jumping,unmarried,4458,0,2015-01-18,Vehicle Theft,U,Trivial Damage,None,NY,Columbus,2230 1st St,4,1,U,2,0,U,18550,2473,1975,4269,Saab,Malibu,1998,N
357,36,296235,1999-05-29,OH,250/500,1018,1246.62,90545,465994,FEMALE,Masters,transport-moving,base-jumping,wife,60154,-66245,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,6501 5th Drive,9,1,U,1,3,YES,70256,4642,14933,37624,Saab,F150,2003,Y
150,33,171222,1993-09-30,OH,100/300,1000,1846.59,-43925,430104,MALE,High School,transport-moving,kayaking,unmarried,31647,0,2015-01-03,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Hillsdale,8991 Embaracadero Ave,12,3,U,1,2,U,80528,17595,10360,35133,Chevrolet,A3,1995,N
134,39,701441,1994-11-18,IL,250/500,500,1515.6,-65479,478192,MALE,College,armed-forces,exercise,husband,883,-39114,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,2500 Tree St,21,1,YES,2,2,U,66093,2377,1042,5104,Accura,Escape,2005,N
414,39,999435,2003-08-01,OH,500/1000,2000,1295.34,-34510,606326,FEMALE,JD,sales,exercise,husband,55821,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Columbus,6317 Best St,18,3,U,0,2,U,89043,7279,16365,43915,Ford,Maxima,2010,Y
245,41,737448,1998-10-28,OH,250/500,1008,1808.25,-122743,468207,FEMALE,JD,exec-managerial,camping,own-child,40613,-43275,2015-01-05,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,6315 2nd Lane,5,1,NO,2,2,NO,90839,13706,6077,39978,Volkswagen,Camry,2014,N
287,30,639817,1990-12-20,OH,100/300,980,1439.17,-9418,462282,FEMALE,JD,armed-forces,video-games,own-child,234,-67839,2015-02-22,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,7042 Maple Ridge,3,3,U,1,3,YES,78747,5369,6921,37478,Nissan,RSX,2010,N
418,28,853312,1995-09-06,IL,250/500,1002,1917.44,-113955,620962,MALE,MD,transport-moving,sleeping,not-in-family,62182,0,2015-02-17,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Springfield,1126 Texas Hwy,18,1,U,2,3,U,98998,8268,6022,48705,Chevrolet,Impreza,2013,N
208,40,659523,2004-03-29,IN,100/300,500,1238.65,2975226,465832,MALE,MD,machine-op-inspct,exercise,unmarried,26055,0,2015-02-20,Vehicle Theft,Rear Collision,Minor Damage,Police,PA,Springfield,8749 Tree St,13,1,U,2,3,U,58735,6464,515,47177,Chevrolet,X6,2006,Y
260,44,420111,2010-09-27,IN,250/500,500,1235.85,112241,593223,MALE,High School,adm-clerical,kayaking,unmarried,511,0,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Riverwood,2533 Elm St,7,1,YES,1,3,NO,81117,6465,595,58475,Suburu,Malibu,2010,N
306,42,852602,2005-02-26,IN,250/500,965,1500.8,-14037,484497,FEMALE,MD,farming-fishing,kayaking,wife,0,-47341,2015-02-18,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,9744 Texas Drive,0,1,YES,2,2,NO,68617,11117,6340,70924,Accura,92x,1997,N
336,42,460477,1997-09-16,IL,250/500,500,1554.28,-13030,620962,MALE,JD,handlers-cleaners,board-games,not-in-family,2705,-11081,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,Hillsdale,5383 Maple Drive,20,3,U,2,3,NO,63645,5170,5980,32643,Saab,Neon,2003,Y
194,30,679177,1997-10-24,OH,250/500,500,1643.26,134395,488865,FEMALE,JD,armed-forces,chess,husband,749,-23924,2015-02-24,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1810 Elm Hwy,11,3,YES,2,0,NO,89470,8984,6608,50354,Ford,92x,2002,Y
240,28,646680,2009-11-08,IN,500/1000,952,1745.42,6079192,599615,MALE,MD,exec-managerial,chess,not-in-family,2069,0,2015-02-10,Vehicle Theft,U,Minor Damage,None,NY,Northbrook,1325 1st Lane,18,1,NO,0,2,NO,10079,2316,1495,6966,Chevrolet,CRV,2012,N
251,39,801598,1999-07-31,IN,250/500,527,2040.58,92676,442932,FEMALE,MD,sales,cross-fit,wife,0,0,2015-01-09,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Hillsdale,1507 Solo Ave,3,1,YES,2,2,U,80054,7187,6452,55409,Accura,A3,1995,Y
288,36,774904,2011-07-25,OH,250/500,1009,1671.07,125260,441620,FEMALE,MD,adm-clerical,kayaking,own-child,70200,0,2015-02-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbrook,8991 Embaracadero Ave,0,1,U,2,2,U,90505,16488,144,7577,Chevrolet,RAM,1997,N
